gpid,comment
147,재미있게 잘 만들었네요. 국산 플랫포머 액션 중에서 상위 5위 안에 들 것 같아요.
147,재밌어요~~
147,ㅇ
147,손아파요
147,재밌음요
147,신기해요
147,재밌어요
147,손아파요
148,그래픽이 독특하고 퍼즐 게임이라 기대합니다.
148,스토리가 비밀을 품고 있어서 재밌을 것 같습니다!
148,귀여은 퍼즐 게임 같네요!
148,추천
148,추천이죠
148,오.. 재밌게 해보겠습니다
148,무료 게임은 무조건 추천이죠
148,평이 괜찮아서 구매했네요. 기대되요!!
148,무료로 받은 게임은 뭐다? 추천이다!그러니 추처 남기고 갑니다. 앞으로도 재밌는 게임 많이 만들어주세요!그리고 가능할진 모르겠지만 가끔씩 무료로 풀어주시면 감사하겟습니다.
148,힐링게임이면 좋겠군요.
149,"곡괭이 회수와 관련된 버프들은 쓸모가 없네요. 버프를 회수 범위를 늘리는 식으로 하는게 나아보입니다.
보스킬 후 나오는 옵션들도 다중공격 외에는 선택 할 게 없는 것도 아쉽네요. 특히 관통의 경우 곡괭이 회수와 콤보를 게임 핵심컨셉으로 잡은거 같은데 그걸 없애는건 좋지 않다고 봅니다. 차지 시스템도 고려중일거 같은데 긍정적으로 나왔으면 좋겠습니다."
149,그저~~~~~~~~~~~~~~~꿀잼
149,"타이탄 소울이 생각나는 드레이븐의 곡괭이 전투

타이탄 소울이 픽셀 그래픽 보스 러시 게임이었다면 Cat Pickax는 손그림 느낌의 로그라이크 게임입니다.
게임의 플레이도 비슷한데 타이탄 소울에서는 화살 단 하나로 모든 적들을 해치웠던 것처럼
Cat Pickax에서는 하나의 곡괭이로 적들을 쓸어버린다는 점이 있습니다.
타이탄 소울에서의 화살이 돌아오는 기능이 있었던 것을 제거하고 이를 다시 곡괭이를 받아서 공격하는 시스템으로 바꾸었습니다.
또한 Cat Pickax에서는 연속공격시 데미지와 이동속도가 늘어나며
5스텍을 쌓았을 때에는 잠시동안 무적이 되며 강력한 공격을 가하는 등의 자신만의 향기를 첨가하였습니다.

다만 퍽들이 공격력, 회피 쿨타임 감소, 콤보 타임을 제외하면 그다지 유용한 퍽이 없다는 것은 아쉬웠습니다.
곡괭이의 돌아오는 각도 감소는 체감이 크지 않으며, 돌아오는 거리 또한 적에 가까워지는 등
가장 유용한 공격력을 제외한 옵션들은 아쉬웠습니다.
보스를 죽이고 나오는 특수 옵션들 또한 다중 곡괭이를 제외하면 큰 메리트가 느껴지지 않았습니다.

그럼에도 곡괭이를 회수하며 진행하는 액션은 매우 만족하며 플레이하였습니다.
후속작이 기대됩니다! 기대하고 응원하겠습니다!"
149,"귀여운데 어려운 게임이네요. 곡괭이 순간이동이 어쩔때는 좋은것 같으면서도 안좋은것도 같고 양날의 검이네요.
1탄 보스는 아직도 어떻게 피하는지 잘 모르겠네요.
강화도 여러가지고 단순하면서 도전욕구를 자극하는 게임이었습니다."
149,"적을 맞추고 튕겨나온 곡괭이를 줍줍해서 싸우는건 스타일리쉬하고 재밌지만 못맞춰서 저 반대편 벽에 갖다박힌걸 주으러 가는건 몹시 귀찮네요... 게다가 적이랑 충돌하면 그것도 대미지니까 빙 돌아서 가야해서 더더욱... 
그리고 2스테 가루다 보스가 자꾸 맵 밖으로 도망가고 지 혼자 안전지대에서 원거리 공격하다가 공격예고도 없이 이속 빨라지면서 부딪히러 오는게 너무 악랄해요! 불리한 싸움을 강요받는 느낌입니다...
그리고 노트북 플레이하면 화면이 잘리는건 저만 그런게 아니였군요
게임은 재미있게 즐겼습니다!"
149,"하드한 난이도라고 생각하고 계속 도전해봤지만, 게임의 기본 시스템에서 오는 문제점이 심각하다고 생각합니다.
이건 난이도가 높은 것이 아니라, 게임의 시스템적인 측면에서 발생하는 문제이기에 다양한 방면으로 문제해결을 위한 모색이 필요하다고 보입니다.
그 중에 몇 가지 말씀드려보자면,
의도된 플레이 방식이 어떤 것인지는 알겠으나, 실제 플레이에 제대로 반영되지 않았다고 생각합니다.
특히 곡괭이 관련 버프들은 공격력 외에는 쓸만한 게 없다고 봐도 무방합니다.
때문에, 공격력 업 버프가 나오지 않으면 그 판은 버리는 게 좋을 정도입니다.
곡괭이가 떨어지는 거리가 줄어드는 경우는 플레이어와 곡괭이의 거리가 줄어들어야 함이 마땅하다고 생각합니다.
지금은 곡괭이가 적의 코앞에 떨어져 주우러 가다가 맞아 죽습니다.
피격과 타격 판정이 애매한 경우도 많았습니다. 이미지와 히트박스가 제대로 맞물리지 않은 것 같습니다.
그리고 큰 문제점 중 하나로, 5콤보 이후에 스페셜 공격을 할 때, 주변의 몹들도 멈추어야 할 것 같습니다. 
강한 공격이 준비되어 타이밍 맞춰 공격을 한들, 준비 동작 동안 몹들이 돌아다녀서 다 피해버리면 결국 의미가 없지 않겠습니까.

전반적으로 곡괭이를 던져서 다시 주워다 쓴다는 시스템은 신박할 수도 있었겠으나, 그 컨셉에 잡아먹힌 것 같습니다.
보스 까지의 스테이지 수를 좀 더 늘리고 버프나 기타 선택사항을 늘려서 플레이 방식의 폭을 더 넓히면 좋을 것 같습니다.

아기자기하고 귀여운 그래픽에 난이도 있는 게임 플레이는 매우 좋았습니다.
이색적인 보스 디자인과 심플한 조작법은 장점으로 작용할 것 같아요.
시스템적인 측면의 문제가 다소 해소된다면, 뉴비도 어렵지 않게 즐길만한 난이도의 재미난 게임으로 거듭날 수 있을 것 같습니다.
보스의 경우 난이도가 갑자기 오르는 느낌도 없지 않아 있지만, 버프나 스킬이 보완된다면 도전적인 플레이가 가능할 것 같습니다.
좀 더 많은 발전이 있기를 기대해보는 바입니다.
파이팅입니다."
149,"귀여운 외모에 그렇지 못한 어려운 게임이었습니다. 마치 게임적으로는 궁수키우기와 같이 한 맵을 클리어 해가며 능력을 채택하고 그 능력이 가져오는 효과로 다음을 클리어 해가는 게임이라고 생각합니다. 게임의 사이즈가 더욱 컸다면 아마 다회차적으로 초반을 쉽게 넘어갈 수 있는 그런 능력치 등을 얻는 방향이 되지 않았을까 싶습니다. 

무기를 다시 가지러 가야 한다는 것이 색다른 플레이 스타일을 주는 느낌이었습니다. 

몇몇 능력치의 시너지적인 요소가 있었으면 어땟을까 하는 생각도 듭니다 최악의 시너지는 제가 찾아낸 것 같습니다. 관통과 순간이동을 사용하니 관통되어 날아간 무기로 순간이동이 되는 것 까지는 제 계획이었지만 그 곳에 총알이 있는 것은 제 계획이 아니었습니다. 순간이동 능력은 이동후 몇 초간 무적과 같은 조건이 있어야 하지 않을까 싶습니다."
149,"귀여운 그래픽에 속아 엄청난 실패감을 맛봤습니다...
다양한 게임을 즐기는 타입은 아닌지라 생각보다 생소하고 적응하기 힘든 부분이 있었습니다! (특히 무기를 '줍는다'는 개념! 굉장히 신기했습니다!)
그래도 보스는 봐야지 싶은 마음에 이 악물고 하다보니 첫 보스까지 어찌저찌 도착했네요! 클리어는 못했지만ㅋㅋ
죽을때 아! 화난다! 안할래! 보다는 이렇게 해보면 어떨까? 식으로 무기를 던지고 주울 방향을 연구해볼 수 있어서 좋았습니다!
아직 데모버전이지만, 언젠가 정식버전으로 만날 수 있길 바랍니다! 파이팅입니다! ^^)b"
149,"고양이 너무 귀엽고 의태어 이펙트도 너무 귀여워요 사실상 그거 보고 혹해서 들어왔는데, 저한텐 너무 어려운 게임이었어요 ㅋㅋㅋㅋ 재미는 있었는데 갤러그처럼 피하는 게임되어 버려서 드랍했어요. 동체시력도 피지컬도 딸려서 판수로 밀어 붙일 수 있는 부분은 아닌 것 같아서 어쩔 수 없었어요.. 롤은 안하지만.. 드레이븐을 잘 하는 분이라면 좀 얘기가 달라질까 라는 의문과 함께.. 이런 장르를 좋아하시는 분들이라면 추천드립니다."
149,던지면 텔레포트도 있던데 토르처럼 땅기는 것도 만들어주십쇼
150,"상당히 재미있습니다, 엔딩봤고 DLC 시작전에 후기남깁니다스팀이나 스토브에서도 많은 게임을 구매했지만엔딩본 게임은 많지않은데, 그중하나이구요RPG게임 특성상 후반부로 갈수록 전투가 지루해지고, 전투난이도가 낮아지는게 특징인데이게임은 상당히 밸런스를 잘 맞췄습니다스팀커뮤니티에 공략(번역) 보시면 퍼즐이나 놓친부분 있으면 얼마든지 다시가서 해결할수있구요(중후반부 모루의 사원? 드워프 마을만 다시못가니, 그것만 주의)https://steamcommunity.com/sharedfiles/filedetails/?id=2896942669본편 엔딩에서 누군가(스포) 죽어서 엥? 뭐지? 너무 허무했는데, DLC에서 부활하는거 같아서 안심하고 DLC도 구매했습니다호불호가 있는 게임이고, 불호 이유중 하나가 전투에서 명중률을 얘기하는데요게임 초기때라 오래되서 기억이 가물가물하지만, 분명 쪼렙일땐 빗맞음이 많습니다근데 레벨올라가면서 스텟에 민첩성 위주로 찍어주면 어느정도 해결되고, 보통 5렙부터는 빚맞음은 크게 신경안썼던거 같습니다초반만 잘 넘기면 너무 재미있게 플레이 가능합니다, 물론 취향이 안맞는것까진 어쩔수없지만요상당히 잘만든 게임인데, 생각보다 우리나라에선 인기가 없는거 같고, 아무래도 처음나왔을때 한글화가 안되서 그런듯 싶네요스토브에서 한글화 해주니 확실히 몰입하면서 할수있네요아무튼 강추하지만, 긴가민가 하신분은 스팀에서 2시간 플레이후 환불후 여기서 구매하는것도 좋겠네요~"
150,전략성과 랜덤성이 가미된 턴제 전투 RPG아쉬운 점이 없는건 아닌데 게임 할만해요
150,한글화 되었다고 해서 도전해보려고 구매했습니다.RPG 장르인데 캐릭터 들이 개성있네요.다만 RPG 장르 초보라 적응이 쉽진 않아 보이네요
150,한글로 게임이 풍성해짐
150,한글화는 언제나 환영입니다.
150,한글화 감사합니다
150,"계정 전환 후 계임에 안 들어 가지는데,  재미있는 게임 화나게 하네요..바로 연결 되었으면 합니다.."
150,제미있어요
150,중반에 살짝 지루한데 게임 자체는 재미있습니다.
150,"그디어 다껬당.본편 : 재일 잼있게 함. 난이도 어렵게 하다가, 너무 스트레스받아서 4장에서 노멀로 바꿈. 노멀이 쉬운건지 아니면 4장이후 쉬워지는건지 널널하게 깨면서 즐겼음. 아이템 아꼈는데, 나중에 엄청 쌓였음. 리미스의 폐허 : 잼있게 즐겼음. 새로운 시스템?이 많이 추가됬음. 단지 가격대비 볼륨이 적은게 아쉬웠음.배들람의 전장 : 한판 하고 걍 안함. 자유도가 높은 로그라이크 느낌. 백 투 더 푸톤 : 엄청 김. 뭔가 지겨웠음. 새로운 스킬이 추가됬는데, 캐릭터의 아쉬운 점을 잘 보충해준듯. 개인적으로 RPG는 저렙구간 레벨링이 잼있는듯. 스킬이 많아지니 게임이 너무 쉬워지는 느낌임. 나중에 난이도 높여서 하면 잼있게 잘할듯. 포션 너무 많이 써서 전투 후 뭔가 손해보는 느낌이라 난이도 조절했는데. 걍 나중에 장비교체하면 그 장비값이 비싸서 골드 버는거였는데. 좀더 참을껄."
151,큰기대 없이 하면 의외로 할만함
151,게임 소개에 나오는 캐릭터가 귀여워보여서 샀습니다.
151,뱀서류나름 재밌음
151,재밌게 했습니다
151,뱀서에 대한 대륙의 답변.  어째 운빨 ㅈ망겜에 난이도 이슈도 있는 것 같지만 가볍게 즐길 때 하기좋은 게임.
151,2부터는 못깨겟는데? 1분 남겨놓고 계속 죽어ㅠㅠ
151,이 게임은 스킬조합 게임(조합 안하면 절대 못깸) 조합 시스템 모르는 초반에는 어렵고 조합스킬을  알게되는  중반에만 잠깐 재밋다가  강한  조합스킬은  장해저 있어서   늘 사용하는 소수의 조합 스킬만 쓰면서 게임을 진행히디보니  급격히 재미가 떨어짐. 이틀만에 흥미를 잃은 뱀서류는 이 게임이  처음인듯 .  돈주고 배우는  패시브 능력인 특성도 너무 효과가 미미해서  강해지는  보람이 없음.  보스를 잡으면 주는 상자도 보상이 너무 평범해서  기대하는 재미 없음 .요즘 게임 답지 않게 키보드로 이동함.
151,가볍게 할 수 있고 귀여운 캐릭터들이 있는 뱀서류 게임입니다.
151,재밌게 했습니다
151,재밌게 즐길 수 있는 가벼운 뱀서류입니다.라고 하기엔 이벤트로 너무 묵직하게 했습니다.너무 깊게 파고들지 않으면 상당히 재밌게 즐길 수 있습니다.추천합니다.
152,클리어
152,갓겜
152,굳
152,"테일즈샵 게임 참 잘 만드는 거 같아요. 점점 발전하는거 같아서 좋네요! 계속 좋은 게임들 만들어 주세용, 화이팅!우비랑 유리 내가 사랑한다, 얘들아. ㅠㅠ"
152,개꿀잼
152,테샵 최고의 작품임 던전로드로 실패했는지 이번에는 신경 많이 썼네
152,진짜 '그녀'의 세계네
152,무인세계와 색다른 맛이라 기대됩니다!
152,지금까지 했던 한국 비쥬얼노벨 중에서 가장 괜찮은 작품이었습니다
153,기대되네요
153,1990년대 미국을 배경으로 하는 시체 청소부들의 게임이라길래 기대했는데 뭔가 애매모호한...
153,안들키고 하려니 좀 어렵네요 ㅜ
153,할만하네요
153,마우스를 쓸 수 있으면 좋겠습니다.
153,코만도스나 쉐도우 택틱스 랑 비슷한 게임인데 시체 처리를   덧 쒸운게임 같습니다.게임은 재미있을것 같네요
153,'디스코 엘리시움'이 떠오르는 그래픽을 가진 잡임겜. 경찰들의 눈을 피해 시체와 증거를 목표 장소까지 옮기며 클리어. 캐릭터마다 가지고 있는 능력이나 클리어 조건도 달라 각각의 캘릭터로 플레이하는 재미가 있다. 다만 컨트롤러 최적화인 게임인지는 모르겠지만 키보드 조작이 좀 어렵다. 그리고 경찰들의 주의를 돌리는 트리거들이 범위가 좁아 한 곳으로 유도가 잘 안돼 플레이에 애를 먹기도 했다. 게임 컨셉은 좋은데 게임은 좀 해봐야 알거같다.
153,3000원 핫딜 때 샀는데 얼마 뒤에 동전딜을 해서 슬펐던..
153,"사건 현장을 청소하는 특이한 컨샙의 게임.훌륭한 게임성과 특이한 재미 덕분에 2편까지 나왔지만, 오히려 2편은 재미가 크게 반감되어 여전히 1편이 가장 재밌음."
153,이벤트로 엄청 저렴하게 구매했는데 언제 플레이 할지 고민 중
154,비주얼 노벨 좋아해서 재밌을 것 같아요!
154,재미있겠네요
154,재미있어 보여요!
154,마왕을 찾아가는 분기 게임?!
154,즐겨보겠습니당!!
154,재밌게할게요
154,무료 게임 추천
154,재미있어 보여요
154,리프 인 부트스트랩 하다가 좀  지칠 떄 플레이 하면 좋을 것 같네요! 무료로 받아서 추천합니다!
155,"1. 수정 후 댓글 >  ""자연 보호"" 카드 쓰니까 고장이 나네요  --> 해당 디버프 와 독관련 스킬들을 암살자 덱 카드들로 같이 사용하면, 적이 고장납니다 체력이 달지않아요2. 복싱 테이프 -> ""주먹에 감아서 사용하는 테이프이다"" 캐릭터 특성관련 같은데 설명이 어디 있나요?-나중에 해보니 이벤트중에 복싱 스킬을 가르쳐 주는게 있습니다. 만날때까진 알수가 없으니 하다보면 알게됨2-1 스킬 문제점 -> 복싱의 기술(콤보 명: 슥슥) 스텝 - 더킹 (예리함 4 획득) -> 더킹 - 스텝 순서로 써야 발동표기 문제2-2 스킬 문제점 -> 복싱의 기술(콤보 명: 원원원원)  안됨 - > 복싱의 기술(초급) - 원원부터 안됨 해당 버그는 원원이 문제가 아닐까 싶음2-3 스킬 문제점 -> 복싱의 기술(콤보 명: 쾅쾅) 안됨솔직히 ""마이클(더 복서)"" 안되는 게 너무많음마이클 이라는 캐릭터의 디메리트는 상의와 머리 장비 착용이 안됨, 그러나 버그 없이 개발대로라면, 정말 무한한 스킬연타와 추가효과로 220 업적으로 구매한 캐릭터 답게 매우 강력할 것으로 보이나정작 현실은 복싱의 기술중 쓸만한 기술은 2~3가지  ex) 가드-잽 + 잽-스트레이트 --> 가드+잽+스트레이트 / 2-1의 더킹 스텝정도말고는 사용이 되는게 없음 몇몇 드로우 콤보가 있으나 다른 콤보가 되는게 없으니 행동력을 환급받지 못해 아무 쓸모 없음위에 가드 잽 스트레이트 처럼 여러 복싱의 기술 콤보를 이어붙여서 매우 재미있는 발상의 캐릭터 이지만 잔 버그가 하도 많아서 의미가 없다. 1000자가 한계 이므로 버그 리포트는 멈출 예정솔직히 28시간 했는데(켜놓고 잠수탄 시간이 카운팅 된건지 모르겠음) 지금으로도 돈값 충분히 한다고 봅니다.지금도 충분히 재미있는 게임인데 고칠 건 고치고 가면 좋을듯 개인적인 바램입니다"
155,방대해서 재미는 있음 다만 버그가 있음 개발중인 겜이라서... 투기장 스토리 라인의 인물들이 공격하면 대미지가 안들어감
155,버그 졸라 많은 쓰레기 게임 사지마
155,"튜토리얼을 스킵할 수 있는 버튼이나 선택지를 좀 만들어줬으면 좋겠습니다.데모때도 했었고, 클라우드 데이터 동기화가 안되서 처음부터 다시 시작하고 있는데 튜토 다시하는거 지루해요..."
155,잔 버그가 많은데 얼른 수정했음 좋겠네요
155,"슬슬 정식 출시될꺼 같아서 오랜만에 다시 해봤는데... 여전히 버그가 많네요..투기장 스토리쪽 진행해봤는데 오타도 몇개 보이고... 진입시에 수락한다, 거절한다, 수락한다 선택지가 3개뜨는데 왜 수락한다가 2개지??? 하면서 처음엔 1번째 수락한다 선택했는데 말은 투기장으로 오라는데 이밴트가 안이어집니다.그지역으로 가도 그냥 이밴트 자체가 안뜨더군요...3번째 선택지로 수락한다 선택하면 정상적으로 퀘스트도 뜨고 아예 지역 자체가 따로있더군요...그외에도 좀 자잘한 버그도 많이 보이고...유스티아도감 이밴트는 여전히 먼가 답이 버그 같고, 가챠는 아직도 똑같고...이번에는 출시일 안미뤄지고 빨리 정식 출시됐으면 좋겠네요... 정출되면 버그 해결되있길.DLC도 빨리 나와서 사서 해볼수 있길 기원합니다!! 그리고 투기장 업뎃되면서 퀘스트는 전부 업뎃된거 아니였나요? 아직도 헌터길드퀘라던지 추후업뎃된다는 퀘스트가 보이는데 이건DLC에 추가되는건가???"
155,PC로 선택지 고를 때 도감 들어가면 무료로 선택지 리롤됨.. 꿀팁인듯
155,"스토브 관리자, 관계자, 제작자는 들어라내가 지금 노트북으로 스토브 샴블즈 게임을 하는데 데모버전 하고 게임이 좋아서 14900원 주고 샀다.근데 샀는지 1주일도 안되어서 느끼는건데 게임을 하려면 꼭 스토브 웹을 들어가더라? 뭣때문인진 모르겠고 스토브 들어오면 게임하기가 떠야 되는데 안떠서 답답하고 빡치는데 그와중에 라이브러리로 들어가면 다시 웹으로 돌아오는거 반복하더라? 장난하냐? 돈 결제를 했으면 환불하던가 그것도 아니면 이걸 고치던가창모드로는 왜 안바뀌어지냐? 컴퓨터로 해야된다고 말할거냐? 사람 화딱지나서 돌아가게 하지말고 제발 문제 대처방안 좀 마련해라"
155,정식 출시때 스트리머가 샴블즈하는거 보고 싶다
155,4월 마지막 업데이트 이후로도 버그가 많음. 이젠 뭐가 어디서 문제인지도 말하기 귀찮다. 5월 정식출시때 고쳐지길 기대함
156,"호불호가 있는 요소는 존재하나, 상당히 몰입할 수 있었던 스토리였습니다. 괜찮은 일러와 적절한 bgm도 몰입에 한 몫을 하였고요. 이러한 요소로 인해 결국 좋은 점수를 주고 싶습니다."
156,재미있옹ㅅ
156,옛날 비주얼 노벨의 명작이 무엇인지 느낄 수 있는게 해주는 좋은 게임 같아요
156,"트루 엔딩을 보기 직전까지 주인공에 몰입하고 함께 가슴아파 했습니다.엔딩을 본 후에 마음이 달라졌다는 것은 아니고, 그토록 원하던 결말이긴 했으나트루 엔딩의 개연성이 살짝은 부족하지 않았나 하는 생각이 지워지질 않습니다. 이해가 안됐다는 것은 아닙니다. 그리고 성우분께 정말정말 죄송한 말씀이지만 남주의 보이스가 첫인상과는 많이 달라서 몰입하기 쉽지 않았고가장 감정이 고조되어야 할 극후반부에 오히려 연기력이 떨어지지 않았나? 하고 생각하고 말았습니다.  하지만 이 모든점을 고려해서라도 잘 만든 수작이었다고 생각합니다.오랜만에 제 가슴을 뛰게 만드는 비주얼 노벨 장르의 게임이었고, 실제로 즐겁고 슬프게 플레이 했습니다.떡밥은 모두 깔끔하게 회수되었고 주인공의 상황에는 얼마든지 공감할 수 있었으니 말입니다. 앞으로 며칠은 이 엔딩의 후유증을 들고 다시금 생각하게 만들지도 모르겠습니다만다시 이 게임을 켤지는 잘 모르겠습니다. 앞으로 몇 걸음만 더 걸었으면 명작의 반열에도 들 수 있었을 텐데정말로 아쉬운 감정 또한 지워지질 않네요.좋은 게임 감사합니다. 앞으로의 활동도 정말 기대되는 작품이었습니다."
156,정식 발매될 만한 게임입니다.
156,잘 만들어 주셔서 감사합니다.
156,2023년 발매 미연시 중 제일 좋음
157,너무 재미있어요
157,고전 게임 느낌 나네요.
157,"이번 500원 이벤때 샀네요. 스카이림,폴아웃처럼 메인 및 서브 퀘스트들마다 선택에 따른 분기점이 매우 많은 편이기에 스토리 위주의 빠른 진행을 원한다면 넥서스 사이트에서 최소 가방 모드만이라도 깔고 하시는 것을 추천. 나름 재밌게 즐겼습니다."
157,흠 아주좋았다.
157,스텟 초기화 물약 사용시  지능스텟을 1이하로 유지가 가능한데  3미만일때  엔피씨한테 말이 안걸어짐 초주의   이 문제가 개악질인게 시작지역을 벗어나서 배타고 가는 지역에서는 지능 3미만 대화가 가능해서  아무 문제없이 플레이하다가 시작지역으로 다시오면 플레이 시간 날려먹는 꼴
157,116시간 동안 너무 재미있게 했습니다. 바로 이어서 트루도그라드 달릴 예정!
157,"이전 게임 플레이 진행사항이 다음 게임플레이 사항에 계속 반영됩니다그리고 이전 세이브를 지웠는데도 계속 다시 생기고 지워도 다시 생기고 합니다.클라우드 동기화도 꺼보고 다 했는데도 그러네요숲에서 사냥좀 하려 구석까지 가보니 이전에 죽였던 구도 그대로 사슴, 토끼, 늑대 다 죽어있고npc들은 말도 건적 없는데 말 건것마냥 행동하고(이전 케릭터 플레이에서 했기에)대체 뭐가 문제인가요? 다시 깔고 세이브 지우고 다 해도 그렇습니다"
157,킥스타터 코드를 입력하고 엔터키를 눌러도 아무런 반응이 없는데 이제는 이용이 안되는건가요?
157,으악 거미
157,쌀 떄 샀습니다.
158,"신규 런쳐에서 이게임 설치하신분들 참고하세용.웹툰 어디에 설치 되어있는지 위에 적혀있기는 한데 저거는 옛날 버전 런쳐에서 설치하면 저기에 설치가 되어있는데 ,신규버전 런쳐의 경우 C:\ProgramData\Smilegate\Games\Love in Login <<<< 경로에 설치되어있으니 참고해주세요"
158,웹툰 형태의 디엘시를 내줄 거라고는 생각조차 하지 않고 있었는데 후일담 격으로 즐길 수 있어서 좋았던
158,우왕
158,재밌었습니다
158,오오....
158,다른 작품들에도 이런거 만들어줘요~
158,너무 만족스러워요.
158,아 끝까지 보여주고 끝내야지.. 더줘!!!!
159,시작하면 결국 공장을 만들것 같네요
159,한국어라 여기서 구매했어요
159,정식버전으로 업데이트 되었다고 해서 잠깐 해봤는데 생각보다 재미있네요
159,유튭에서 게임소개 보고 구매하고 싶었는데  이벤트가로 잘 구매햇습니다. 스토브 한글화라  좋네요
159,스토브는 한글이야
159,무협 게임 풍 오랜만입니다.
159,"중국어가 다소 어색하지만 중국 무협 영화를 보는 느낌이네요.그래픽은 어렸을 적에 했던 열혈강호가 생각나는데, 게임은 무협이 아니라 스타듀벨리 같네요 ㅋㅋㅋ"
159,살수기고 창고고 맷돌이고간에 설치가 안됩니다메인퀘스트 진행을 할 수가 없네요
159,무협이 감미된 스타듀밸리?
159,업데이트하니 기존 데이터 전부 다 날아가서 식겁했는데 한 번 더 업데이트하더니 다시 살아났네요근데 파일 불러올 때 이렇게 뜨는데 뭐임??세이브 불러오고 저장은 문제없는데 괜히 ㅋㅋㅋ!!
160,2회차 하면서 꼼꼼하게 서브퀘 해도 전부다 건드는건 불가능 하네 숨겨진것도  좀 있고
160,패드지원 업데이트 안해주나요? 스팀은 되는데 스토브는 포기한건가요?
160,"일단 좋음단점 - 묘하게 이상한 번역          -직접 도시 어딘가의 누군가를 찾아야함 (호불호요소)          -근접빌드는 꽤나 어려움(호불호요소)          -파워아머 왜 하나만 줌? 다른곳에 더 있나?          -메인퀘 이거 뭔가 공감이 안감          -1에 비해서 스케일이 너무 작아짐이거 이유를 알거같음          -기관총 너무 쌘건가 싶지만 탄약으로 밸런스를 맞춘거같기도 하고?          -쓸만한 총기는 몇개없는듯 그렇다고 근접이 좋은것도 아니고          -어쩔수없는 1과의 비교  1에 비해서 게임성이 좀 떨어지는 느낌장점 -깽판을 치든 말든 상관은 안함 대신 나중에 퀘스트상 돌이킬수없는 문제가 생길수있음          -꼬우면 후려치고 마을 전체와도 싸울수 있지만 상관을 안함 힘들수는 있음          -묘하게 뽕맛을 주는 서브퀘          -현실에서도 충분히 일어날수있는 상황을 핍진성 있게 묘사          -파워아머 쥰내 멋있음          -1에서의 내 캐릭터가 이어짐  전작에서의 선택도 그대로 이어짐          -루스키 특유의 문화 (피클국물,보드카,스카뷀렛 무리)         난 정가주고 해도 괜찮다고 보는데 전작과의 비교를 해버리면 어쩔수 없이 아쉽긴함"
160,"Atomrpg 트루도그라도- 인간의 변하지 않는 본성을 경계하라독특한 핵전쟁 이후의 구소련 쪽의 세계관 - 러시아판 폴아웃?!되게 흥미로웠던 점은 atomrpg 1의 세이브 데이터를 불러와그 능력치와 레벨을 이어서 진행할 수 있다는 것. - 그런데 장비는 왜...그리고 1보다 현격히 줄어든 스케일 - 플탐이 반도 안 될 듯낭만 뒤지는 파워 아머!! -  적어도 동료들의 수 만큼은 줘야 하는 거 아님...?파워아머 이후, 망가진 레벨 디자인 - 줄어든 플탐과 관련? 어른들의 사정 or 우크라이나 전쟁 때문??1을 거의 그대로 빼다 박은 수준 - 등장하는 장비는 물론이며,  스킬,  게임 시스템, 파밍 요소, 퍽, 스탯 등등 1을 하지 않았다면 불쾌하고 어려울 듯그럼에도 쇠퇴한 맵 이동과 맵의 스케일, 게임 시작할 때 능력치를  잘 못 고르면 앞으로 등장하는 그 만~~~은 선택지를 내가 원하는 대로 고르지 못 하니 굉장히 불쾌한 경험이 될 수도1때도 연사되는 총, 특히 기관총이 사기였는데, 2도 마찬가지탄약의 종류가 너무 많은 것에 비해 쓸만한 총기는 제한적게임을 하다 인물을 만나면 글이 너무나도 많기 때문에, 지루해지고 몰입감을 잃기 쉬움. 초반부에 개재미없음./스토리, 나한테 뭘 말하고 싶은걸까혜성이 지구에 떨어진다고해서 구소련에서 개발중이었던 레일건을 찾으러 떠나는 모험이야기인간의 잔혹성을 부각시키는 에피소드가 많이 나옴게임에선 담담하게 전개되지만(차별, 마X, 살X, 매X ..) 충격적인 내용중요한 결정 이후에 전조사정을 들려주거나, 아예 직접적으로 이야기 하지 않고 나레이터가 암시하는 식으로 선과 악의 경계를 모호히 함차별은 방사능 뮤턴트에 대한 차별로 승화됨단지 핵전쟁 이후이기 때문에? ㄴㄴ 현실에서도 일어나는 일그런 것들이 지속적으로 내비치면서 게임이 하고 싶은 말?민중을 지배하는 권력자들은 여러 이유로, 심지어는 억압 떄문에 바뀌기도 하지만,  인간의 본성은 변하지 않기에 결국에 그들도 전과 다를 바 없어짐.게임이 전하는 바에 대한 생각까지 적기엔"
160,근접하지 마십시오 힘듭니다.
160,"1편 주인공에 애정이 생긴 사람이 뒷이야기 궁금해서 하는 정도의 재미. 게임성이 1편만 못했고, 번역 상태도 별로였다. 편의성은 개선되었으나 전체적으로 컨텐츠들의 밸런스가 재미를 느끼기 어려웠다. 무대가 되는 배경도 비좁고 이벤트 수도 전작보다 훨씬 줄어들었다."
160,이제와서 하는 이야기지만 컨트롤러 지원 업데이트좀
160,궁금하다~
